OTU	M1	M2	M3	M4	M5	M6	M7	M8
Fungi_sp_208	0	0	0	0	0	2	0	0
Sordariales_sp_18	0	0	0	0	0	0	2	0
Bionectriaceae_sp_3	0	0	0	0	0	2	0	0
Microascaceae_sp_3	0	2	0	0	0	0	0	0
Fungi_sp_209	0	0	0	2	0	0	0	0
Rozellomycota_sp_76	0	0	0	0	0	0	2	0
Lobulomycetales_sp_8	0	0	0	0	0	0	2	0
Fungi_sp_210	0	0	0	0	2	0	0	0
GS11_sp_66	0	0	0	0	1	0	0	1
Trichomeriaceae_sp_15	2	0	0	0	0	0	0	0
Phyllosticta_carochlae_3	0	0	0	0	0	0	2	0
GS01_phy_Incertae_sedis_sp_2	0	0	0	2	0	0	0	0
Glomeraceae_sp_41	0	0	0	2	0	0	0	0
Fungi_sp_211	0	0	0	0	0	0	0	2
Pezizales_sp_8	0	0	0	0	0	0	2	0
Pleosporales_sp_19	0	2	0	0	0	0	0	0
Fungi_sp_212	0	0	0	0	0	0	1	1
Kiskunsagia_ubrizsyi_19	2	0	0	0	0	0	0	0
Pezizomycotina_sp_11	0	0	0	2	0	0	0	0
Rozellomycota_sp_77	0	0	0	0	0	0	0	2
GS11_sp_67	0	0	0	0	0	0	2	0
Rozellomycota_sp_78	0	0	0	0	0	0	2	0
GS11_sp_68	1	0	0	0	0	0	0	1
Rozellomycota_sp_79	0	0	0	1	0	0	1	0
Dimorphoma_saxea_3	0	0	0	0	0	0	1	1
Clavulinaceae_sp_5	2	0	0	0	0	0	0	0
Ascomycota_sp_57	0	0	0	0	0	0	2	0
Orbiliales_sp_15	0	0	0	0	0	2	0	0
Spizellomycetales_sp_5	0	2	0	0	0	0	0	0
Hypocreales_sp_12	0	0	2	0	0	0	0	0
Onygenales_sp_10	0	0	0	0	0	0	2	0
Stachybotryaceae_sp_4	0	0	0	0	0	0	2	0
Rozellomycota_sp_80	0	0	0	1	0	0	1	0
GS11_sp_69	0	0	0	0	0	0	2	0
zz_no_fungi_9	0	0	0	0	0	0	2	0
GS05_sp_4	0	0	0	0	0	0	2	0
Fungi_sp_213	0	1	0	1	0	0	0	0
Sclerococcales_sp_1	0	2	0	0	0	0	0	0
Glomeraceae_sp_42	0	0	0	0	0	0	2	0
Phaeosphaeriaceae_sp_3	0	2	0	0	0	0	0	0
GS11_sp_70	0	0	0	0	0	0	0	2
GS11_sp_71	0	0	0	0	0	0	0	2
Endogonomycetes_sp_2	0	0	0	0	0	2	0	0
Pleosporales_sp_20	0	0	0	0	0	0	0	2
Rozellomycota_sp_81	0	0	0	0	0	0	2	0
Stephanosporaceae_sp_1	0	0	0	2	0	0	0	0
Pleosporales_sp_21	0	0	0	0	0	1	1	0
Pseudovirgaria_grisea_3	2	0	0	0	0	0	0	0
Serendipitaceae_sp_7	0	0	0	0	0	0	2	0
Branch06_sp_7	0	0	0	0	0	0	0	2
Fungi_sp_214	0	0	0	0	0	0	2	0
Fungi_sp_215	1	0	0	0	0	1	0	0
GS11_sp_72	0	0	0	2	0	0	0	0
Pezizomycotina_sp_12	0	0	0	0	0	0	0	2
Fungi_sp_216	0	0	0	1	0	0	1	0
Cladochytriales_sp_2	0	0	0	2	0	0	0	0
Orbiliales_sp_16	0	2	0	0	0	0	0	0
Fungi_sp_217	0	0	0	2	0	0	0	0
Ceratobasidiaceae_sp_5	1	0	0	0	0	0	0	1
Fungi_sp_218	0	0	0	2	0	0	0	0
Pezizomycotina_sp_13	0	0	0	0	0	2	0	0
Fungi_sp_219	0	0	0	0	0	0	0	2
GS11_sp_73	0	0	0	0	0	2	0	0
GS06_sp_3	0	0	0	0	0	0	2	0
Fungi_sp_220	0	0	0	2	0	0	0	0
Mortierellaceae_sp_12	0	2	0	0	0	0	0	0
Glomeraceae_sp_43	0	0	0	0	0	0	0	2
Davidiellomyces_australiensis_16	0	0	0	0	0	2	0	0
GS11_sp_74	0	0	0	0	0	2	0	0
Phyllosticta_catimbauensis_1	0	0	0	2	0	0	0	0
Fungi_sp_221	1	0	0	0	0	0	0	1
Pezizomycotina_sp_14	0	0	0	1	0	0	0	1
Ascomycota_sp_58	0	0	0	2	0	0	0	0
Fungi_sp_222	0	0	0	0	0	2	0	0
Discinellaceae_sp_3	0	0	0	1	0	0	1	0
Parasympodiellaceae_sp_1	1	0	0	1	0	0	0	0
Clavariaceae_sp_2	0	2	0	0	0	0	0	0
Basidiomycota_sp_3	0	0	0	0	0	0	2	0
Hormonema_macrosporum_1	0	0	0	0	0	0	0	2
Ciliophora_sp_4	0	0	0	0	0	0	0	2
Basidiomycota_sp_4	0	0	0	0	0	0	0	2
Fungi_sp_223	0	0	0	0	0	1	0	1
Fungi_sp_224	0	0	0	0	0	2	0	0
Capnodiales_sp_3	0	0	0	0	0	0	0	2
Pulvinulaceae_sp_2	0	0	0	0	0	0	2	0
Longihyalospora_ampeli_3	0	0	0	2	0	0	0	0
Fungi_sp_225	0	0	0	2	0	0	0	0
Pezizomycotina_sp_15	0	0	0	0	0	2	0	0
Oomyces_sp_1	0	0	0	0	0	0	2	0
Agaricomycetes_sp_23	1	1	0	0	0	0	0	0
Ascomycota_sp_59	0	2	0	0	0	0	0	0
Pezizaceae_sp_12	0	0	0	0	0	0	0	2
Fungi_sp_226	0	0	0	0	0	2	0	0
Fungi_sp_227	0	0	0	0	0	0	0	2
Fungi_sp_228	0	0	0	2	0	0	0	0
Fungi_sp_229	0	0	0	0	0	0	0	2
Cladochytriales_sp_3	0	1	0	1	0	0	0	0
Agaricales_sp_9	2	0	0	0	0	0	0	0
Herpotrichiellaceae_sp_10	0	1	0	0	0	1	0	0
Kiskunsagia_ubrizsyi_20	1	0	0	1	0	0	0	0
Kiskunsagia_ubrizsyi_21	0	0	0	0	0	2	0	0
Dipodascaceae_sp_2	1	1	0	0	0	0	0	0
Chytridiomycota_sp_4	0	0	0	0	0	0	1	0
Chytridiomycota_sp_5	0	0	0	0	0	0	1	0
Tremellodendropsidales_sp_1	0	0	0	0	1	0	0	0
GS05_sp_5	0	0	0	0	0	0	0	1
Rozellomycota_sp_82	0	0	0	1	0	0	0	0
Rhizophydiales_sp_12	0	0	0	1	0	0	0	0
Fungi_sp_230	0	0	0	0	0	1	0	0
Hypocreales_sp_13	0	0	0	0	0	0	1	0
Sordariomycetes_sp_18	0	0	0	0	0	0	1	0
Blastocladiales_sp_5	0	0	0	0	0	0	0	1
Trichomeriaceae_sp_16	0	0	0	0	0	1	0	0
Fungi_sp_231	0	1	0	0	0	0	0	0
Fungi_sp_232	0	0	0	0	0	0	1	0
Davidiellomyces_australiensis_17	0	0	0	0	0	1	0	0
Fungi_sp_233	0	0	1	0	0	0	0	0
GS05_sp_6	0	0	0	0	0	0	1	0
Glomeraceae_sp_44	1	0	0	0	0	0	0	0
Aphelidiomycota_sp_13	0	0	0	0	0	0	0	1
Ascomycota_sp_60	0	0	0	0	0	0	1	0
Polyporales_sp_1	0	0	0	1	0	0	0	0
Pezizomycotina_sp_16	0	0	0	0	0	0	0	1
Fungi_sp_234	0	0	0	1	0	0	0	0
Fungi_sp_235	0	0	0	0	0	1	0	0
Fungi_sp_236	1	0	0	0	0	0	0	0
Davidiellomyces_australiensis_18	0	0	0	0	0	1	0	0
Rozellomycota_sp_83	0	0	0	0	0	0	0	1
Glomeraceae_sp_45	0	0	0	0	0	0	0	1
Xylariales_sp_6	0	0	0	1	0	0	0	0
Fungi_sp_237	0	0	0	0	0	0	1	0
Septoria_glycinicola_2	1	0	0	0	0	0	0	0
Ascomycota_sp_61	0	0	1	0	0	0	0	0
Rhizophydiales_sp_13	0	0	0	0	0	0	1	0
Fungi_sp_238	0	0	0	0	0	0	0	1
zz_no_fungi_10	0	1	0	0	0	0	0	0
Chytridiomycota_sp_6	0	0	0	0	0	0	0	1
Blastocladiomycota_sp_4	0	0	0	0	0	1	0	0
Serendipitaceae_sp_8	0	0	0	0	0	1	0	0
Pezizaceae_sp_13	0	0	0	0	0	0	0	1
Herpotrichiellaceae_sp_11	0	0	0	0	0	0	0	1
Cordycipitaceae_sp_3	0	0	0	1	0	0	0	0
Zymoseptoria_sp_1	0	0	0	0	0	0	0	1
GS11_sp_75	0	1	0	0	0	0	0	0
Fungi_sp_239	0	0	0	0	0	1	0	0
Chaetothyriales_sp_23	0	0	0	0	0	0	0	1
Agaricomycetes_sp_24	0	0	0	1	0	0	0	0
Rozellomycota_sp_84	0	0	0	1	0	0	0	0
Rubroshiraia_bambusae_1	0	0	1	0	0	0	0	0
Orbiliales_sp_17	0	0	0	0	0	1	0	0
Fungi_sp_240	0	0	0	0	1	0	0	0
Thelephoraceae_sp_2	0	0	0	0	0	0	1	0
zz_no_fungi_11	0	0	0	1	0	0	0	0
Glomeraceae_sp_46	0	0	0	0	0	0	0	1
GS11_sp_76	0	1	0	0	0	0	0	0
Dimorphoma_saxea_4	0	0	0	0	0	0	1	0
Glomeraceae_sp_47	0	0	0	1	0	0	0	0
Fungi_sp_241	1	0	0	0	0	0	0	0
Rozellomycota_sp_85	0	0	0	1	0	0	0	0
Kickxellomycota_sp_4	0	1	0	0	0	0	0	0
Blastocladiales_sp_6	1	0	0	0	0	0	0	0
Ascomycota_sp_62	0	0	0	0	0	0	1	0
Glomeraceae_sp_48	0	0	0	1	0	0	0	0
Chaetomiaceae_sp_3	1	0	0	0	0	0	0	0
Glomeraceae_sp_49	0	0	0	0	0	0	0	1
Dissoconium_aciculare_1	0	0	0	0	0	1	0	0
Trichomeriaceae_sp_17	0	0	0	0	0	0	0	1
Hygrocybe_macrosiparia_1	0	0	0	0	0	0	0	1
Agaricales_sp_10	0	0	0	0	0	0	1	0
Cenangiaceae_sp_1	0	0	0	0	0	0	0	1
Hypocreales_sp_14	0	0	0	1	0	0	0	0
Rozellomycota_sp_86	0	0	0	1	0	0	0	0
Pleosporales_sp_22	0	0	0	1	0	0	0	0
Fungi_sp_242	0	0	0	0	0	0	1	0
Pezizaceae_sp_14	1	0	0	0	0	0	0	0
Herpotrichiellaceae_sp_12	1	0	0	0	0	0	0	0
Dothideomycetes_sp_3	0	0	0	0	0	0	0	1
GS11_sp_77	1	0	0	0	0	0	0	0
Blastocladiomycota_sp_5	0	0	0	0	0	0	1	0
Chaetothyriales_sp_24	1	0	0	0	0	0	0	0
Fungi_sp_243	0	0	0	0	0	1	0	0
Fungi_sp_244	1	0	0	0	0	0	0	0
Fungi_sp_245	0	0	0	0	0	0	0	1
GS11_sp_78	0	0	0	0	0	0	1	0
Zoopagales_sp_2	0	0	0	0	0	0	0	1
GS11_sp_79	0	0	0	0	0	0	0	1
Fungi_sp_246	0	0	0	0	0	1	0	0
Fungi_sp_247	0	0	0	1	0	0	0	0
Pleosporales_sp_23	0	1	0	0	0	0	0	0
Parachaetomium_iranianum_1	0	1	0	0	0	0	0	0
Fungi_sp_248	0	1	0	0	0	0	0	0
Toxicocladosporium_chlamydosporum_9	0	0	0	0	0	1	0	0
Fungi_sp_249	0	0	0	0	0	0	0	1
GS11_sp_80	0	0	0	0	0	0	0	1
Davidiellomyces_australiensis_19	0	0	0	0	0	0	1	0
Glomeraceae_sp_50	0	0	0	0	0	0	1	0
Sebacinales_sp_5	0	0	0	1	0	0	0	0
Mortierellaceae_sp_13	1	0	0	0	0	0	0	0
Dimorphoma_saxea_5	0	1	0	0	0	0	0	0
Fungi_sp_250	0	0	0	0	0	0	0	1
GS05_sp_7	0	0	0	1	0	0	0	0
Rozellomycota_sp_87	1	0	0	0	0	0	0	0
GS11_sp_81	0	0	0	0	0	0	1	0
Fungi_sp_251	0	0	0	0	0	0	0	1
Orbiliales_sp_18	0	0	0	0	0	0	0	1
Microdominikia_litorea_2	0	0	0	1	0	0	0	0
Fungi_sp_252	0	1	0	0	0	0	0	0
Mortierellales_sp_8	0	0	0	0	0	1	0	0
Hermetothecium_mikaniae-micranthae_5	0	0	0	1	0	0	0	0
Pleosporales_sp_24	0	1	0	0	0	0	0	0
Fungi_sp_253	0	0	0	0	0	0	1	0
Paraglomerales_sp_1	0	0	0	0	0	1	0	0
Agaricaceae_sp_3	0	0	0	0	0	0	1	0
Pseudophialocephala_humicola_1	0	0	0	0	0	0	0	1
Pseudorobillarda_sp_2	0	0	0	0	0	0	1	0
Cladochytriales_sp_4	1	0	0	0	0	0	0	0
Pleosporales_sp_25	1	0	0	0	0	0	0	0
GS11_sp_82	0	0	0	0	0	0	0	1
Blastocladiales_sp_7	0	0	0	0	0	0	1	0
Cladosporium_herbarum_2	0	0	0	0	0	0	0	1
Lulworthiaceae_sp_5	0	0	0	1	0	0	0	0
Davidiellomyces_australiensis_20	0	0	0	0	0	0	1	0
Ascomycota_sp_63	0	0	0	1	0	0	0	0
Orbiliales_sp_19	0	0	0	0	0	0	0	1
Fungi_sp_254	0	0	0	0	0	0	0	1
Fungi_sp_255	1	0	0	0	0	0	0	0
Fungi_sp_256	0	0	0	0	0	0	0	1
Hypocreales_sp_15	0	0	0	0	0	0	1	0
Onygenaceae_sp_1	0	0	0	0	0	1	0	0
Fungi_sp_257	0	0	0	0	0	1	0	0
Piniphoma_wesendahlina_1	0	0	0	1	0	0	0	0
Fungi_sp_258	0	0	0	1	0	0	0	0
GS11_sp_83	0	0	0	0	0	1	0	0
GS05_sp_8	0	0	0	0	0	1	0	0
Glomeraceae_sp_51	0	1	0	0	0	0	0	0
Pseudocercospora_paranaensis_5	0	0	0	0	0	1	0	0
GS05_sp_9	0	0	0	1	0	0	0	0
Botrytis_caroliniana_1	0	0	0	0	0	0	0	1
Agaricostilbales_sp_1	0	0	0	0	0	0	0	1
Fungi_sp_259	0	0	0	1	0	0	0	0
Agaricomycetes_sp_25	0	1	0	0	0	0	0	0
Fungi_sp_260	0	0	0	0	0	1	0	0
Kiflimonium_curvulum_2	0	0	0	1	0	0	0	0
Spizellomycetales_sp_6	0	0	0	1	0	0	0	0
Fungi_sp_261	0	0	0	1	0	0	0	0
Rozellomycota_sp_88	0	0	0	0	0	1	0	0
Cistella_sp_1	0	0	0	1	0	0	0	0
GS14_sp_4	0	0	0	0	0	0	1	0
Microascales_sp_3	0	0	0	0	0	0	1	0
GS11_sp_84	0	1	0	0	0	0	0	0
Agaricomycetes_sp_26	0	0	0	0	0	0	0	1
Fungi_sp_262	0	0	0	0	0	0	1	0
Fungi_sp_263	0	0	0	0	0	0	1	0
Sebacinales_sp_6	0	0	0	0	0	0	0	1
Agaricaceae_sp_4	0	1	0	0	0	0	0	0
Hygrocybe_macrosiparia_2	0	0	0	1	0	0	0	0
Pezizomycotina_sp_17	0	0	0	1	0	0	0	0
Hygrophoraceae_sp_1	0	0	0	0	0	0	1	0
Haudseptoria_typhae_1	0	0	0	0	0	1	0	0
Fungi_sp_264	0	0	0	0	0	1	0	0
Microdominikia_litorea_3	1	0	0	0	0	0	0	0
GS04_sp_2	0	1	0	0	0	0	0	0
Glomeraceae_sp_52	0	0	0	0	0	0	1	0
Mortierellaceae_sp_14	0	0	0	0	0	0	0	1
Pulvinulaceae_sp_3	0	0	0	1	0	0	0	0
Archaeorhizomyces_sp_10	0	0	0	0	0	1	0	0
Agaricales_sp_11	1	0	0	0	0	0	0	0
Parabartalinia_lateralis_1	0	0	0	0	0	1	0	0
Agaricomycetes_sp_27	0	0	0	0	0	0	0	1
Brunneochlamydosporium_nepalense_3	0	0	0	0	0	0	0	1
Sebacinales_sp_7	0	0	0	0	0	0	1	0
Rhizophydiomycetes_sp_2	0	0	0	0	0	0	1	0
Serendipitaceae_sp_9	0	0	0	0	0	0	0	1
GS11_sp_85	0	0	0	0	0	1	0	0
Tubeufiaceae_sp_1	0	0	0	0	0	0	0	1
zz_no_fungi_12	0	0	0	0	0	0	1	0
zz_no_fungi_13	0	0	0	1	0	0	0	0
Fungi_sp_265	0	0	0	0	0	0	0	1
Kiskunsagia_ubrizsyi_22	0	0	0	0	0	0	1	0
Glomeraceae_sp_53	0	0	0	0	0	0	0	1
Trichomeriaceae_sp_18	0	0	0	0	0	1	0	0
Fungi_sp_266	0	0	0	1	0	0	0	0
Ascomycota_sp_64	0	0	0	1	0	0	0	0
GS11_sp_86	1	0	0	0	0	0	0	0
Orbiliaceae_sp_5	0	0	0	0	0	0	0	1
Pezizales_sp_9	0	0	0	0	0	1	0	0
Branch06_sp_8	0	0	0	0	0	1	0	0
Bellamyces_quercus_1	0	0	0	0	0	0	1	0
Chaetothyriales_sp_25	0	0	0	0	0	0	1	0
Eurotiales_sp_1	0	1	0	0	0	0	0	0
Cladosporium_halotolerans_1	0	0	0	1	0	0	0	0
Agaricomycetes_sp_28	0	0	0	0	0	1	0	0
Polyporales_sp_2	0	0	0	1	0	0	0	0
Orbiliales_sp_20	0	0	0	0	0	0	1	0
Agaricales_sp_12	0	0	0	0	0	0	0	1
Rozellomycota_sp_89	0	0	0	0	0	0	0	1
Ascomycota_sp_65	0	0	0	1	0	0	0	0
Glomeraceae_sp_54	0	0	0	0	0	1	0	0
Pleosporales_sp_26	0	1	0	0	0	0	0	0
Pseudoleptosphaeria_etheridgei_1	0	0	0	0	0	0	1	0
zz_no_fungi_14	0	0	0	1	0	0	0	0
Ceratobasidiaceae_sp_6	0	0	0	0	0	0	1	0
Fungi_sp_267	0	0	0	1	0	0	0	0
GS11_sp_87	0	0	0	0	0	0	1	0
GS11_sp_88	1	0	0	0	0	0	0	0
Fungi_sp_268	1	0	0	0	0	0	0	0
Serendipitaceae_sp_10	0	0	0	0	0	0	1	0
Serendipitaceae_sp_11	0	0	0	0	0	1	0	0
GS11_sp_89	1	0	0	0	0	0	0	0
Fungi_sp_269	0	0	0	0	0	0	1	0
Toxicocladosporium_chlamydosporum_10	0	0	0	0	0	0	0	1
Dothideomycetes_sp_4	0	0	0	0	0	0	1	0
Candelariaceae_sp_1	0	0	0	0	0	0	0	1
zz_no_fungi_15	0	0	0	0	0	0	1	0
Rhizophydiales_sp_14	0	0	0	0	0	0	0	1
GS11_sp_90	1	0	0	0	0	0	0	0
Fungi_sp_270	1	0	0	0	0	0	0	0
Archaeorhizomyces_sp_11	0	0	0	0	0	0	1	0
Fungi_sp_271	0	0	0	0	0	0	1	0
Linnemannia_gamsii_3	0	0	0	0	0	1	0	0
Pezizaceae_sp_15	0	0	0	1	0	0	0	0
Sordariomycetes_sp_19	1	0	0	0	0	0	0	0
Fungi_sp_272	0	1	0	0	0	0	0	0
Microascales_sp_4	0	0	1	0	0	0	0	0
Agaricomycetes_sp_29	0	0	0	0	0	0	1	0
Candolleomyces_luteopallidus_2	0	1	0	0	0	0	0	0
Pleosporales_sp_27	0	0	0	0	0	1	0	0
Glomeraceae_sp_55	0	0	0	1	0	0	0	0
Orbiliaceae_sp_6	0	0	0	0	0	0	1	0
Chytridiales_sp_3	0	0	0	0	0	1	0	0
Ascomycota_sp_66	0	0	0	0	0	0	1	0
Agaricales_sp_13	0	0	0	1	0	0	0	0
Zasmidium_fructigenum_1	0	0	0	0	0	1	0	0
Leptodiscella_sexualis_2	0	0	0	0	0	1	0	0
Fungi_sp_273	0	0	0	0	0	0	1	0
Triscelophorus_sp_1	0	0	0	0	0	0	0	1
Fungi_sp_274	0	0	1	0	0	0	0	0
Rhizophydiales_sp_15	0	0	0	0	0	0	0	1
Ascomycota_sp_67	0	0	0	0	0	0	1	0
GS11_sp_91	0	0	0	1	0	0	0	0
GS04_sp_3	1	0	0	0	0	0	0	0
Fenestella_parafenestrata_56	0	0	0	0	0	0	0	1
Pseudocercospora_paranaensis_6	0	0	0	0	0	0	1	0
Glomeraceae_sp_56	0	0	0	1	0	0	0	0
Pleosporales_sp_28	0	1	0	0	0	0	0	0
GS11_sp_92	0	0	0	0	0	0	0	1
Stolonocarpus_sp_3	1	0	0	0	0	0	0	0
Ascomycota_sp_68	0	0	0	0	0	0	1	0
Pezizomycotina_sp_18	0	0	0	0	0	0	0	1
Auriculariales_sp_1	0	0	0	0	0	0	0	1
Glomeraceae_sp_57	0	1	0	0	0	0	0	0
GS19_ord_Incertae_sedis_sp_2	0	0	0	0	0	0	0	1
Chytridiomycota_sp_7	0	1	0	0	0	0	0	0
Sordariales_sp_19	0	0	0	0	0	0	1	0
Phyllosticta_carochlae_4	0	0	0	0	0	0	0	1
GS11_sp_93	0	0	0	0	0	0	1	0
Glomerales_sp_2	0	1	0	0	0	0	0	0
Sympoventuriaceae_sp_5	0	0	0	0	0	0	0	1
Basidiomycota_sp_5	0	0	0	0	0	1	0	0
Cordycipitaceae_sp_4	0	0	0	0	0	0	0	1
Pleosporales_sp_29	0	0	0	0	0	0	0	1
Dictyosporiaceae_sp_2	0	0	0	0	0	0	0	1
Triscelophorus_sp_2	0	0	1	0	0	0	0	0
GS11_sp_94	0	1	0	0	0	0	0	0
Sordariales_sp_20	0	0	0	1	0	0	0	0
Aphelidiomycota_sp_14	0	1	0	0	0	0	0	0
Orbiliaceae_sp_7	0	0	0	1	0	0	0	0
Endogonomycetes_sp_3	0	0	0	0	0	0	1	0
Neocucurbitaria_aetnensis_25	0	1	0	0	0	0	0	0
Neoamphisphaeria_hyalinospora_1	0	0	0	0	0	0	1	0
Microthyriales_sp_2	0	0	0	0	0	0	1	0
Arxiella_celtidis_2	1	0	0	0	0	0	0	0
Pseudomicrodochium_suttonii_2	0	0	0	0	0	0	1	0
Ascomycota_sp_69	1	0	0	0	0	0	0	0
Pseudocoleophoma_sp_4	0	0	0	0	0	0	0	1
Ascomycota_sp_70	0	0	0	0	0	0	0	1
Trichomeriaceae_sp_19	0	1	0	0	0	0	0	0
Basidiomycota_sp_6	0	0	1	0	0	0	0	0
Fungi_sp_275	0	0	0	0	0	0	1	0
Orbiliales_sp_21	0	0	0	0	0	0	1	0
Rhizophydiales_sp_16	0	0	0	0	0	0	1	0
Glomerales_sp_3	0	0	0	0	0	0	1	0
GS14_sp_5	0	1	0	0	0	0	0	0
Davidiellomyces_australiensis_21	0	0	0	0	0	0	1	0
Ascomycota_sp_71	0	0	0	1	0	0	0	0
Parabartalinia_lateralis_2	0	0	0	0	0	0	1	0
Neocucurbitaria_aetnensis_26	1	0	0	0	0	0	0	0
Kiskunsagia_ubrizsyi_23	0	0	0	0	0	0	0	1
Fungi_sp_276	0	0	0	0	0	1	0	0
GS11_sp_95	0	0	0	0	0	0	0	1
Xylariaceae_sp_2	0	0	0	0	0	0	1	0
Neoconiothyrium_persooniae_1	0	0	0	0	0	0	0	1
GS06_sp_4	0	1	0	0	0	0	0	0
Branch06_sp_9	0	0	0	0	0	0	0	1
Tubeufiaceae_sp_2	0	0	0	0	0	0	0	1
Fenestella_parafenestrata_57	0	0	0	0	0	1	0	0
Fungi_sp_277	0	0	0	0	0	1	0	0
Rozellomycota_sp_90	0	0	0	0	0	1	0	0
Fungi_sp_278	0	0	0	0	0	0	0	1
Chytridiomycota_sp_8	0	0	0	0	0	0	0	1
Chytridiomycota_sp_9	0	0	0	0	0	0	1	0
Tubeufiaceae_sp_3	0	0	0	0	0	0	0	1
Glomeraceae_sp_58	0	0	0	0	0	0	1	0
Lulworthiaceae_sp_6	0	0	1	0	0	0	0	0
Nothophoma_ngayawang_4	0	0	0	0	0	0	0	1
Aphelidiomycota_sp_15	0	0	0	0	0	0	1	0
Fungi_sp_279	0	0	0	0	0	0	0	1
Rozellomycota_sp_91	0	1	0	0	0	0	0	0
Fungi_sp_280	0	0	0	1	0	0	0	0
Fungi_sp_281	0	0	0	1	0	0	0	0
Davidiellomyces_australiensis_22	0	0	0	0	0	0	1	0
Aphelidiomycota_sp_16	1	0	0	0	0	0	0	0
Agaricomycetes_sp_30	0	0	0	0	0	0	0	1
Ascomycota_sp_72	0	0	0	0	0	0	1	0
Nevesoporus_nigrostipitatus_1	0	0	0	1	0	0	0	0
Toxicocladosporium_chlamydosporum_11	0	0	0	0	0	1	0	0
Fungi_sp_282	0	0	0	0	0	0	1	0
Neocucurbitaria_aetnensis_27	0	0	0	0	0	0	0	1
Ascomycota_sp_73	0	1	0	0	0	0	0	0
Linnemannia_amoeboidea_5	0	1	0	0	0	0	0	0
Cladosporium_ramotenellum_1	0	0	0	1	0	0	0	0
Chytridiomycetes_sp_3	0	0	0	0	0	0	0	1
Orbiliaceae_sp_8	1	0	0	0	0	0	0	0
Glomeraceae_sp_59	0	0	0	0	0	0	1	0
Fungi_sp_283	0	1	0	0	0	0	0	0
Pseudocoleophoma_sp_5	0	0	0	0	0	0	0	1
Fenestella_parafenestrata_58	0	0	0	0	0	0	1	0
Pseudeurotiaceae_sp_2	0	1	0	0	0	0	0	0
Basidiobolomycota_sp_1	0	0	0	0	0	0	1	0
Parasarocladium_aestuarinum_1	0	0	0	0	0	0	1	0
Ascomycota_sp_74	0	0	0	0	0	0	0	1
Fungi_sp_284	0	0	0	0	0	0	1	0
Kiskunsagia_ubrizsyi_24	1	0	0	0	0	0	0	0
Fenestella_parafenestrata_59	0	0	0	0	0	1	0	0
Phaeosphaeriaceae_sp_4	0	0	0	0	0	1	0	0
Pleosporales_sp_30	0	0	0	1	0	0	0	0
Fungi_sp_285	0	0	0	0	0	0	0	1
Pseudoarthrographis_sp_14	0	0	0	0	0	0	1	0
Chaetomiaceae_sp_4	0	0	0	0	0	0	0	1
Pleosporaceae_sp_2	0	0	0	0	0	0	0	1
Trechisporales_sp_4	0	0	0	0	0	0	1	0
Blastocladiales_sp_8	0	0	0	0	0	0	1	0
Rhizophydiales_sp_17	0	0	0	0	0	0	1	0
Zasmidium_velutinum_2	0	0	0	0	0	0	1	0
Mortierellaceae_sp_15	0	1	0	0	0	0	0	0
Blastocladiales_sp_9	0	0	0	0	0	0	1	0
Epicoccum_thailandicum_7	0	0	0	1	0	0	0	0
Spizellomycetales_sp_7	0	0	0	0	0	0	1	0
Ascomycota_sp_75	0	1	0	0	0	0	0	0
Pezizomycotina_sp_19	1	0	0	0	0	0	0	0
Chytridiomycota_sp_10	0	0	0	0	0	0	0	1
Aphelidiomycota_sp_17	0	0	0	0	0	0	1	0
Blastocladiales_sp_10	0	0	0	0	0	1	0	0
Fungi_sp_286	0	0	0	0	0	1	0	0
Fenestella_parafenestrata_60	0	0	0	1	0	0	0	0
Podosporaceae_sp_4	0	0	0	0	0	0	1	0
Fungi_sp_287	0	0	0	0	0	0	1	0
Fungi_sp_288	0	0	0	0	0	1	0	0
Fungi_sp_289	0	0	0	0	0	0	1	0
Hypocreales_sp_16	1	0	0	0	0	0	0	0
Basidiomycota_sp_7	0	0	0	0	0	1	0	0
GS11_sp_96	0	0	0	0	0	1	0	0
Ostropomyces_pruinosellus_3	0	0	0	0	0	0	0	1
Entolomataceae_sp_1	0	1	0	0	0	0	0	0
Savoryellales_sp_2	0	0	0	0	0	0	0	1
Fungi_sp_290	0	0	0	0	0	0	0	1
Fungi_sp_291	0	0	0	0	0	0	0	1
Aaosphaeria_arxii_2	0	0	1	0	0	0	0	0
Ascomycota_sp_76	0	0	0	0	0	0	0	1
Venturiales_sp_1	0	0	0	0	0	0	0	1
Glomeraceae_sp_60	0	0	0	0	0	0	1	0
Fungi_sp_292	0	0	0	0	0	1	0	0
Fungi_sp_293	0	0	0	1	0	0	0	0
Pseudoarthrographis_sp_15	0	1	0	0	0	0	0	0
Pseudoarthrographis_sp_16	0	0	1	0	0	0	0	0
Fungi_sp_294	0	0	0	0	0	0	1	0
Fungi_sp_295	0	0	0	0	0	0	0	1
Glomeraceae_sp_61	0	0	0	0	0	1	0	0
Ascomycota_sp_77	0	1	0	0	0	0	0	0
Rozellomycota_sp_92	0	0	0	0	0	0	1	0
Agaricomycetes_sp_31	0	0	0	0	0	0	1	0
Rozellomycota_sp_93	0	0	0	1	0	0	0	0
GS11_sp_97	0	0	0	0	0	0	1	0
Davidiellomyces_australiensis_23	0	0	0	0	0	0	0	1
Pseudombrophilaceae_sp_1	0	0	0	1	0	0	0	0
